,ucs_ra,ucs_dec,spectral_type,r_P1,i_P1,z_P1,y_P1,rerr_P1,ierr_P1,zerr_P1,yerr_P1,J_2MASS,Ks_2MASS,Jerr_2MASS,Kserr_2MASS,W1,W2,W1err,W2err,ucs_pmra,ucs_pmdec,r_i_P1,i_z_P1,z_y_P1,J_Ks_2MASS,w1_w2_all,DES_r,DES_i,DES_z,DES_y,VISTA_J,VISTA_Ks,CAT_W1,CAT_W2
2558,307.0918,-56.6173,8.0,,,,,,,,,13.837,12.71,0.024,0.029,12.495,12.188,0.022,0.023,29.8,-63.43,,,,1.126999999999999,0.3069999999999986,,,,,13.735691733774146,12.759135212876375,12.505081903386632,12.219545420459632
2559,307.6764,7.8266,21.5,,21.61,18.02,16.42,,0.06,0.02,0.01,14.227,13.319,0.029,0.039,12.966,12.129,0.025,0.024,661.5,-112.0,,3.59,1.5999999999999979,0.9079999999999995,0.8369999999999997,,20.03673521155436,17.14597728790804,16.28826273528714,14.120588567297506,13.35866984708667,12.974070532525625,12.170083422244923
2560,308.4365,-56.593,11.2,,,,,,,,,15.718,14.244,0.088,0.081,13.84,13.441,0.044,0.047,16.0,-73.0,,,,1.4740000000000002,0.39899999999999913,,,,,15.624777572894667,14.308132847255498,13.849732759765477,13.47420107359972
2561,308.4446,-37.5623,5.0,,,,,,,,,10.848,9.957,0.022,0.021,9.756,9.507,0.022,0.021,75.31,-111.22,,,,0.891,0.24900000000000055,,,,,10.741192431086992,9.995935092664638,9.766302015669535,9.537501639132184
2562,308.657,8.4503,11.0,21.26,18.86,17.38,16.43,0.02,0.01,0.01,0.01,14.464,13.08,0.034,0.031,12.771,12.559,0.024,0.025,-86.7,-498.9,2.400000000000002,1.4800000000000004,0.9499999999999993,1.3840000000000003,0.21200000000000152,20.89214931637373,18.379762074631103,16.85423581039636,16.343754898673673,14.368680381191938,13.140242970903564,12.78144243212587,12.588835778630191
2563,308.8294,14.671,15.0,,,,,,,,,17.17,15.43,0.09,0.07,,,,,46.1,12.6,,,,1.740000000000002,,,,,,17.08297593948273,15.505629592917881,,
2564,308.9834,-9.7313,14.5,,,20.88,19.93,,,0.07,0.08,,,,,15.748,15.402,0.057,0.113,-4.0,-9.0,,,0.9499999999999993,,0.3460000000000001,,,20.35423581039636,19.843754898673673,,,15.757933896851576,15.434247273421189
2565,309.0132,10.8582,13.0,20.9,18.61,17.1,16.08,0.05,0.0,0.01,0.0,13.95,12.447,0.026,0.027,11.909,11.602,0.022,0.022,-124.0,-179.4,2.289999999999999,1.509999999999998,1.0200000000000031,1.5030000000000001,0.3070000000000004,20.596376302844586,18.114221408331435,16.53673104643608,15.988855742616659,13.857453334665545,12.512386251857787,11.919081903386633,11.633545420459631
2566,309.0901,51.0013,7.5,18.14,16.13,15.24,14.89,0.01,0.0,0.0,0.01,13.611,12.936,0.029,0.033,12.709,12.496,0.023,0.023,749.14,1250.41,2.0100000000000016,0.8899999999999988,0.34999999999999964,0.6750000000000007,0.2129999999999992,17.999863177497687,15.955395178524597,15.0357052157702,14.845747664876626,13.499159171000443,12.965599389419996,12.719438637086508,12.525853774859975
2567,309.1845,-8.7872,8.5,20.05,17.24,15.83,15.03,0.02,0.0,0.0,0.0,13.423,12.434,0.027,0.024,12.137,11.83,0.022,0.022,385.6,-133.4,2.8100000000000023,1.4099999999999984,0.8000000000000007,0.9890000000000008,0.3070000000000004,19.442757821345975,16.79602362933033,15.38460316173982,14.954253090224409,13.318476039829962,12.477170735803409,12.147081903386633,11.861545420459631
2568,309.2798,-11.6326,8.0,18.57,15.85,14.54,13.85,0.01,0.01,0.0,0.03,12.272,11.257,0.028,0.019,11.056,10.823,0.023,0.02,-2.44,-378.98,2.7200000000000006,1.3100000000000005,0.6899999999999995,1.0150000000000006,0.23299999999999876,18.015307173913044,15.457825850329227,14.153539219391691,13.781951764028285,12.16808189521075,11.301294477860635,11.0663627362993,10.853213699455647
2569,309.4047,-19.3673,20.0,,,,,,,,,,,,,16.181,15.394,0.069,0.123,11.0,49.0,,,,,0.7870000000000008,,,,,,,16.189260284493646,15.434183610755746
2570,309.4629,-42.2781,11.0,,,,,,,,,15.503,14.274,0.053,0.061,13.992,13.709,0.026,0.035,228.0,-402.7,,,,1.229000000000001,0.28300000000000125,,,,,15.40406855103724,14.327543739408567,14.002172984331283,13.740113510944825
2571,309.6746,-18.8362,23.0,,23.19,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,
2572,309.8047,-11.4481,8.0,20.18,17.42,16.11,15.35,0.03,0.0,0.01,0.0,13.792,12.68,0.027,0.029,12.459,12.194,0.023,0.024,62.0,-98.11,2.759999999999998,1.3100000000000023,0.7599999999999998,1.112,0.2649999999999988,19.60195190610546,17.02782585032923,15.68603445543141,15.277052607971273,13.690342201823691,12.728486900151053,12.469241295039769,12.224789578808721
2573,309.8493,-29.443,6.0,,,,,,,,,11.357,10.367,0.025,0.022,10.17,9.97,0.024,0.021,319.69,-737.3,,,,0.9899999999999984,0.1999999999999993,,,,,11.252499341959991,10.410213956651765,10.180487972598193,9.99961982387279
2574,310.1004,69.985,10.0,19.89,16.89,15.65,15.1,0.03,0.01,0.01,0.0,13.723,13.119,0.07,0.055,12.684,12.456,0.023,0.022,1558.38,1697.36,3.0,1.2400000000000002,0.5500000000000007,0.604000000000001,0.22799999999999976,19.171820299259945,16.53408740502846,15.338548747312252,15.041750076142307,13.60950471976829,13.145530709186803,12.694381711496103,12.486123718306729
2575,310.4285,-35.1123,12.0,,,,,,,,,14.887,13.401,0.033,0.037,12.873,12.582,0.025,0.027,34.9,-145.3,,,,1.4860000000000007,0.2909999999999986,,,,,14.79405719845503,13.465651497435756,12.883142624016397,12.613257480783094
2576,310.576,-8.3596,7.0,19.78,16.95,15.63,14.9,0.01,0.0,0.0,0.0,13.43,12.479,0.025,0.032,12.136,11.901,0.024,0.022,-151.7,-298.37,2.830000000000002,1.3199999999999985,0.7300000000000004,0.9510000000000005,0.23499999999999943,19.161080187442185,16.55264562822934,15.222107925700103,14.829152246281422,13.32459055888881,12.520528343565925,12.14635514622058,11.931249691915214
2577,310.8237,-15.8509,19.0,,,20.22,19.0,,,0.02,0.05,16.625,15.402,0.162,0.214,14.75,14.23,0.033,0.049,44.0,-109.0,,,1.2199999999999989,1.2230000000000008,0.5199999999999996,,,19.549574577978134,18.894858153882346,16.525928738257054,15.455284414318438,14.75927356000287,14.265378617403531
2578,310.8302,55.3482,,,,,,,,,,14.75,13.61,0.27,0.08,,,,,872.5,1684.5,,,,1.1400000000000006,,,,,,14.64899466146454,13.659697083904987,,
2579,310.9834,62.3455,21.5,,,19.3,17.91,,,0.04,0.02,15.6,14.418,0.068,0.075,13.9,13.016,0.025,0.024,293.0,505.9,,,1.3900000000000006,1.1820000000000004,0.8840000000000003,,,18.538491579788882,17.792960203458176,15.499973350925814,14.469512359535889,13.907892165675687,13.05792924504475
2580,311.26,-63.5352,11.0,,,,,,,,,12.619,11.207,0.027,0.023,10.765,10.374,0.023,0.02,78.46,-214.7,,,,1.411999999999999,0.391,,,,,12.524332840832786,11.2684531546575,10.77476312008036,10.407057103761451
2581,311.8824,-8.139,7.0,20.22,17.32,15.98,15.22,0.02,0.0,0.0,0.0,13.633,12.593,0.029,0.033,12.361,12.126,0.023,0.023,-32.6,-233.77,2.8999999999999986,1.3399999999999999,0.7599999999999998,1.0399999999999991,0.2350000000000012,19.56020846877891,16.91228518402956,15.55603445543141,15.147052607971274,13.529664448461508,12.638374999069505,12.371355146220582,12.156249691915214
2582,311.9567,-7.305,20.0,,,20.15,18.95,,,0.02,0.04,16.946,14.99,0.195,,14.434,14.005,0.029,0.039,36.0,-241.0,,,1.1999999999999993,1.9560000000000013,0.4289999999999985,,,19.49029022482393,18.846257912755775,16.864009199569278,15.074965296162523,14.443618908584664,14.038740960493227
2583,312.0007,50.6391,25.0,,,,,,,,,,,,,16.732,15.358,0.063,0.061,99.0,248.0,,,,,1.3739999999999988,,,,,,,16.738032596389097,15.4087473976387
2584,312.0151,-18.5366,24.5,,,20.79,19.31,,,0.04,0.05,16.89,15.873,0.142,,15.964,14.606,0.057,0.062,103.0,-252.0,,,1.4800000000000004,1.0170000000000012,1.3580000000000005,,,19.980271168982803,19.18666128852773,16.78612849947081,15.917380919557344,15.970093317018863,14.656459457962164
2585,312.12,-32.9288,9.4,,,,,,,,,14.708,13.498,0.032,0.042,13.232,12.92,0.024,0.028,43.2,-107.8,,,,1.2100000000000009,0.3119999999999994,,,,,14.608625810566663,13.550722543289824,13.24206292818983,12.951635401608549
2586,312.1759,-51.4621,11.9,,,,,,,,,15.376,13.876,0.057,0.057,13.408,13.107,0.025,0.028,41.0,-103.0,,,,1.5,0.30100000000000016,,,,,15.283383428275455,13.941256589312724,13.418104673622794,13.138437443080928
2587,312.3323,-19.7424,7.5,19.15,16.45,15.2,14.46,0.01,0.0,0.0,0.0,12.853,11.786,0.024,0.021,11.59,11.368,0.023,0.02,186.5,-267.26,2.6999999999999993,1.25,0.7399999999999984,1.0670000000000002,0.22199999999999953,18.606984807816836,16.088907182928565,14.786750102277205,14.388452366844707,12.750293605972328,11.832541961975085,11.600404481732266,11.398015740928027
2588,312.3692,-44.5289,27.3,,,,,,,,,,,,,18.94,15.644,,0.111,420.0,-590.0,,,,,3.296000000000001,,,,,,,18.938738530738426,15.729336151282723
2589,312.9972,-55.146,27.0,,,,,,,,,,19.206,,0.38,18.087,15.603,0.263,0.111,,,,,,,2.484,,,,,,,18.088820102699064,15.673723212698464
2590,313.0074,-20.72,18.0,,21.64,19.72,18.69,,0.07,0.07,0.04,16.813,14.803,0.138,0.096,14.082,13.695,0.028,0.039,376.0,-93.0,,1.9200000000000017,1.0299999999999976,2.009999999999998,0.38700000000000045,,20.931832302235954,19.151373223013184,18.598155863179947,16.732267514590912,14.890299221973684,14.091778300237802,13.727985118842318
2591,313.1465,-16.1585,21.0,,,19.59,18.38,,,0.02,0.03,16.334,15.123,0.118,0.15,14.226,13.6,0.03,0.038,400.4,149.8,,,1.2100000000000009,1.2110000000000003,0.6260000000000012,,,18.92493240140103,18.275558033319058,16.23464911269669,15.175765764138179,14.234871285830668,13.63728621776059
2592,313.1571,-26.005,11.0,,21.69,20.24,19.16,,0.14,0.04,0.04,,,,,15.623,15.298,0.049,0.103,184.0,2.0,,1.4500000000000028,1.0799999999999983,,0.3249999999999993,,21.225302740930772,19.644584105898698,19.064656465996368,,,15.633013592678145,15.329869352595736
2593,313.2881,-1.5512,5.6,,,,,,,,,10.659,9.793,0.022,0.021,9.573,9.38,0.023,0.021,399.96,-215.73,,,,0.8660000000000014,0.19299999999999962,,,,,10.551609877836235,9.830854571455765,9.583514537873716,9.409493850264305
2594,313.6493,15.3178,11.0,,20.79,19.35,18.38,,0.04,0.01,0.01,16.37,14.983,0.129,0.141,14.496,14.293,0.029,0.044,-27.0,-83.0,,1.4399999999999977,0.9700000000000024,1.3870000000000005,0.20300000000000118,,20.33048296303066,18.813520163550567,18.29235513980024,16.274750287582027,15.04337263344863,14.506476587480114,14.322673812562138
2595,314.1203,14.9982,30.0,,,,,,,,,17.6,,,,16.48,13.839,0.075,0.037,823.2,534.1,,,,,2.641,,,,,,,16.48122428151948,13.912548620774485
2596,314.3144,17.2545,11.5,,20.5,19.07,18.12,,0.03,0.01,0.02,15.965,14.498,0.085,0.075,14.274,14.024,0.028,0.042,74.5,48.0,,1.4299999999999997,0.9499999999999993,1.4670000000000005,0.25,,20.04566318513055,18.544235810396362,18.033754898673674,15.871614457984453,14.561830301317015,14.284298220630173,14.054519635361967
2597,314.4754,-2.8751,11.5,19.99,17.63,16.17,15.18,0.01,0.0,0.0,0.0,13.121,11.724,0.024,0.025,11.292,11.022,0.023,0.02,-2.9,-102.22,2.3599999999999994,1.4599999999999973,0.990000000000002,1.3970000000000002,0.2699999999999996,19.64550458418131,17.16012251883088,15.622804516704774,15.090955380926808,13.025983308882333,11.784804841932177,11.302222319842967,11.052879559957638
2598,314.4828,-0.8354,10.0,21.69,19.03,17.58,16.72,0.02,0.01,0.01,0.01,14.974,13.77,0.033,0.045,13.545,13.274,0.026,0.031,-56.8,-44.4,2.66,1.4500000000000028,0.8599999999999994,1.2040000000000006,0.2710000000000008,21.170340075624424,18.565302740930772,17.102456221202434,16.640053813604116,14.874485997786481,13.822463218199696,13.555218524803607,13.304897556187422
2599,315.3145,17.9496,17.5,,,20.18,19.14,,,0.04,0.06,16.853,14.892,0.171,0.116,14.104,13.574,0.032,0.034,144.0,-150.8,,,1.0399999999999991,1.961000000000002,0.5299999999999994,,,19.606015399590287,19.04745598374323,16.77112571021943,14.977181400404296,14.113235609609264,13.609558579701368
2600,315.4681,-29.7348,11.0,22.41,19.82,18.38,17.44,0.19,0.02,0.01,0.02,15.604,14.554,0.049,0.081,14.113,13.761,0.028,0.038,47.6,-9.7,2.59,1.4400000000000013,0.9399999999999977,1.049999999999999,0.3520000000000003,21.931211794287698,19.360482963030663,17.85959363381926,17.35445477811039,15.500897469761812,14.599807207553054,14.122911126615413,13.793355250799891
2601,315.5006,-44.4889,29.0,,,,,,,,,,,,,16.951,14.139,0.111,0.043,41.6,-354.5,,,,,2.812000000000001,,,,,,,16.951575329788856,14.215625976067473
2602,316.0624,-10.627,12.5,20.56,18.34,16.88,15.92,0.02,0.01,0.01,0.01,13.841,12.369,0.029,0.024,11.915,11.681,0.023,0.023,594.6,-295.7,2.219999999999999,1.4600000000000009,0.9599999999999991,1.4719999999999995,0.23399999999999999,20.297248021507862,17.870122518830883,16.348877986973463,15.833055019236955,13.747730968634604,12.43304640555879,11.92535894125994,11.711231695685429
2603,316.3713,-62.5998,21.5,,,,,,,,,16.851,15.31,0.144,0.153,14.76,13.78,0.029,0.031,593.0,-1285.0,,,,1.5409999999999986,0.9800000000000004,,,,,16.759338815606696,15.377028644095272,14.76752784189709,13.823656883103974
2604,316.5156,4.1174,16.0,,22.08,20.11,19.08,,0.04,0.04,0.02,16.812,15.587,0.2,0.24,14.825,14.427,0.033,0.053,16.0,-53.0,,1.9699999999999989,1.0300000000000011,1.2250000000000014,0.3979999999999997,,21.345931191736504,19.54137322301318,18.988155863179944,16.712975342517115,15.640370856015148,14.834736554804836,14.460183077369935
2605,316.882,-3.126,10.0,21.04,18.45,16.97,16.02,0.03,0.0,0.01,0.01,14.2,12.878,0.032,0.03,12.514,12.232,0.023,0.023,152.9,-31.8,2.59,1.4800000000000004,0.9499999999999993,1.3219999999999992,0.28200000000000003,20.561211794287697,17.969762074631102,16.44423581039636,15.933754898673671,14.103235649130058,12.935563278305565,12.524176779370642,12.26309551471504
2606,316.9754,-45.7351,10.0,,,,,,,,,14.915,13.38,0.032,0.034,12.961,12.648,0.024,0.025,103.8,-25.3,,,,1.5349999999999984,0.3130000000000006,,,,,14.823199002826515,13.446769319005144,12.97105913315047,12.679653397838333
2607,317.1401,-21.1937,,,,,,,,,,,,,,,,,,19.33,-59.43,,,,,,,,,,,,,
2608,317.1401,-21.1937,,,,,,,,,,,,,,,,,,19.33,-59.43,,,,,,,,,,,,,
2609,317.991,-52.1865,22.5,,,,,,,,,16.56,15.252,0.17,,15.371,14.308,0.039,0.043,-240.0,100.0,,,,1.307999999999998,1.0630000000000006,,,,,16.462909419309632,15.3089581864286,15.378212853630178,14.35315057017601
2610,318.321,0.3113,24.6,,,,,,,,,,,,,,,,,60.0,-44.0,,,,,,,,,,,,,
2611,318.4239,35.128,10.9,21.25,18.92,17.37,16.33,0.03,0.01,0.0,0.0,14.292,12.805,0.03,0.028,12.247,11.855,0.024,0.021,110.4,-77.1,2.3299999999999983,1.5500000000000007,1.0400000000000027,1.487,0.39199999999999946,20.923021035037003,18.403500519931875,16.796015399590285,16.237455983743228,14.19908050058506,12.86969471828411,12.256759325041,11.888075099991235
2612,318.5335,-22.86,17.0,,,20.76,19.53,,,0.08,0.05,17.294,14.435,0.08,0.04,13.237,12.503,0.024,0.027,136.3,-144.3,,,1.2300000000000004,2.859,0.734,,,20.08421675455524,19.42415827444563,17.233051022986654,14.558993722226928,13.245461421579746,12.542229810577215
2613,318.6713,-43.6652,9.0,,,,,,,,,13.016,11.953,0.022,0.024,11.744,11.515,0.023,0.021,70.0,-136.0,,,,1.0630000000000006,0.2289999999999992,,,,,12.913200397452206,11.999369078581665,11.754377916456743,11.545141714536513
2614,318.9312,-32.4273,6.0,,,,,,,,,13.794,12.734,0.029,0.03,12.573,12.391,0.023,0.024,127.81,-215.94,,,,1.0600000000000005,0.18200000000000038,,,,,13.691130491062115,12.780239416036602,12.583556283306681,12.420295891736684
2615,319.0263,22.6462,6.0,17.28,14.94,13.86,13.3,0.0,0.0,0.0,0.0,11.783,10.827,0.021,0.016,10.621,10.424,0.023,0.02,67.52,176.05,2.3400000000000016,1.08,0.5599999999999987,0.9559999999999995,0.19700000000000095,16.947182218085107,14.666970958626692,13.543190923889355,13.241050196705592,11.677707069538961,10.8687444478077,10.631499357716276,10.453565835183438
2616,319.0671,-1.0239,26.0,,,,,,,,,,,,,17.273,16.149,0.151,0.208,,,,,,,1.1239999999999988,,,,,,,17.279981356229193,16.19524834019281
2617,319.1405,-7.4889,16.0,,,20.72,19.43,,,0.02,0.04,17.197,14.979,0.214,0.133,14.611,14.321,0.035,0.051,-48.0,-133.0,,,1.2899999999999991,2.218,0.2900000000000009,,,20.012069814017853,19.31995899782533,17.121114357637218,15.075289158431486,14.62114641905576,14.35223948455331
2618,319.3105,-29.6684,20.0,,,18.92,17.67,,,0.01,0.02,15.601,14.15,0.06,0.066,13.557,12.834,0.025,0.026,147.9,-168.8,,,1.25,1.4510000000000005,0.7230000000000008,,,18.233501107709444,17.5627585155722,15.50724162390397,14.213138767743338,13.56550316701271,12.873031852049596
2619,319.5291,-32.2861,11.5,,,,,,,,,15.445,14.093,0.053,0.057,13.827,13.59,0.026,0.037,110.2,-363.3,,,,1.3520000000000003,0.2370000000000001,,,,,15.348934713030967,14.15185990375621,13.837347556141859,13.620285684374782
2620,319.6324,-45.0979,8.5,,,,,,,,,13.425,12.368,0.025,0.03,12.081,11.79,0.024,0.022,400.03,-483.9,,,,1.0570000000000004,0.29100000000000037,,,,,13.322060584672025,12.414109753491537,12.091142624016397,11.821257480783093
2621,319.6949,-0.1791,11.0,,20.81,19.28,18.26,,0.03,0.02,0.02,16.204,15.071,0.107,0.13,14.881,14.688,0.033,0.057,55.0,41.0,,1.5299999999999976,1.0199999999999996,1.133000000000001,0.19299999999999962,,20.303860964131655,18.71673104643608,18.168855742616664,16.102831546554327,15.120394537966504,14.891514537873716,14.717493850264304
2622,319.7457,26.2295,17.5,,,,,,,,,18.13,16.21,0.55,0.1,,,,,133.59,9.56,,,,1.9199999999999982,,,,,,18.047170322888185,16.29340934562175,,
2623,320.1412,-7.7891,12.0,,22.0,20.21,19.11,,0.05,0.03,0.03,17.17,15.68,0.06,0.05,14.633,14.296,0.031,0.049,1.0,-21.6,,1.7899999999999991,1.1000000000000014,1.490000000000002,0.33699999999999974,,21.359175189534522,19.6038684590529,19.013256707122935,17.07715040697515,15.744824380829176,14.64296805220582,14.328085307353138
2624,320.2537,-62.656,22.0,,,,,,,,,15.434,14.27,0.054,0.074,13.833,12.98,0.026,0.026,373.0,-202.0,,,,1.1639999999999997,0.8529999999999998,,,,,15.333553912585268,14.320734384265503,13.841009811895859,13.02137136192146
2625,320.6822,4.4946,22.0,,,21.65,20.42,,,0.11,0.14,,,,,16.522,16.1,0.083,0.201,,,,,1.2299999999999969,,0.42199999999999704,,,20.974216754555236,20.31415827444563,,,16.531645473860184,16.133614986884744
2626,320.8411,-26.2347,25.5,,,21.64,19.83,,,0.17,0.07,17.44,15.85,0.26,,16.761,14.454,0.108,0.073,51.8,-26.0,,,1.8100000000000023,1.5900000000000016,2.3069999999999986,,,20.653462996027194,19.683565267116105,17.349480619978184,15.919146465664658,16.763491824665852,14.521537880026772
2627,320.9767,-36.8725,11.5,,,,,,,,,15.384,13.985,0.053,0.062,13.605,13.402,0.025,0.031,441.8,-269.5,,,,1.399000000000001,0.20300000000000118,,,,,15.289029913142393,14.045891283628887,13.615476587480114,13.431673812562138
2628,321.0579,0.9999,25.0,,,20.39,18.6,,,0.17,0.03,16.031,16.144,0.074,,15.66,14.151,0.045,0.041,186.2,262.1,,,1.7899999999999991,-0.11299999999999955,1.5090000000000003,,,19.41417864287299,18.45496502598954,15.900797092536552,16.139541360916393,15.665520266075443,14.204176888659482
2629,321.1347,40.0666,6.5,15.24,,13.68,,0.01,,0.13,,10.339,9.431,0.022,0.025,9.177,8.996,0.022,0.02,542.43,439.08,,,,0.9080000000000013,0.18099999999999916,,,,,10.232588567297507,9.470669847086668,9.18756007834604,9.025277895506902
2630,321.1612,18.8241,19.0,,,20.48,19.27,,,0.03,0.04,17.27,15.62,0.05,0.06,14.708,13.985,0.031,0.038,226.0,85.0,,,1.2100000000000009,1.6500000000000004,0.7230000000000008,,,19.81493240140103,19.16555803331906,17.18087874778,15.691739716565946,14.71650316701271,14.024031852049596
2631,321.7099,-81.6748,13.0,,,,,,,,,15.542,13.546,0.056,0.042,12.925,12.474,0.023,0.023,56.5,-115.4,,,,1.9960000000000004,0.4510000000000005,,,,,15.460941284770492,13.632694130096715,12.934535417718736,12.508136877548464
2632,321.7464,76.2954,17.0,,20.1,17.8,16.59,,0.06,0.03,0.01,14.336,13.16,0.032,0.039,12.489,11.944,0.023,0.021,758.2,824.5,,2.3000000000000007,1.2100000000000009,1.1760000000000002,0.5449999999999999,,19.194983862440143,17.13493240140103,16.48555803331906,14.235833538145632,13.211253034445761,12.49817868401886,11.979828523148122
2633,321.7591,0.3958,23.5,,,,,,,,,,,,,,,,,148.0,-24.0,,,,,,,,,,,,,
2634,321.8588,-42.2551,7.5,,,,,,,,,13.321,12.186,0.023,0.023,11.916,11.69,0.023,0.021,126.4,-142.3,,,,1.1349999999999998,0.22600000000000087,,,,,13.219878150814388,12.235480979663214,11.926389301574824,11.720087725847161
2635,322.536,-44.7745,8.2,,,,,,,,,14.315,13.163,0.03,0.029,12.933,12.708,0.024,0.024,40.6,-430.9,,,,1.1519999999999992,0.22499999999999964,,,,,14.214274287024903,13.213215734085246,12.943393096614184,12.73806972961738
2636,322.686,-8.7557,11.5,20.87,18.53,17.04,16.06,0.03,0.0,0.0,0.01,14.137,12.815,0.032,0.033,12.473,12.25,0.025,0.024,351.9,-41.8,2.34,1.490000000000002,0.9800000000000004,1.322000000000001,0.22300000000000075,20.537182218085107,18.044581852531213,16.498162340127667,15.971655260363523,14.040235649130059,12.872563278305565,12.483400686692905,12.280033737157812
2637,322.9662,-0.2422,10.0,,21.41,20.0,19.19,,0.12,0.05,0.03,,,,,16.139,16.069,0.063,0.19,15.0,-133.0,,1.4100000000000001,0.8099999999999987,,0.07000000000000028,,20.96602362933033,19.549245338316926,19.113553210787696,,,16.149981327715043,16.096280314000925
2638,322.977,-1.3273,19.0,,,20.37,19.35,,,0.04,0.11,17.396,15.559,0.263,0.21,15.075,14.824,0.037,0.072,-95.5,-239.4,,,1.0199999999999996,1.8370000000000015,0.25099999999999945,,,19.80673104643608,19.258855742616664,17.31123624609567,15.638822015208298,15.085294425590813,14.85453763159175
2639,323.0477,13.6995,16.0,,20.97,19.0,17.91,,0.03,0.02,0.02,15.795,13.839,0.062,0.058,13.058,12.656,0.024,0.025,16.5,-125.8,,1.9699999999999989,1.0899999999999999,1.9559999999999995,0.40199999999999925,,20.235931191736505,18.3992262824758,17.81395658655965,15.71300919956928,13.923965296162523,13.067721374647395,12.689255062289071
2640,323.1314,29.5303,24.5,,,20.53,18.76,,,0.09,0.03,16.329,16.29,0.123,,15.954,14.414,0.049,0.05,137.2,169.1,,,1.7699999999999996,0.03900000000000148,1.540000000000001,,,19.564894289718787,18.61636478486297,16.20233901630116,16.292110929866325,15.959402619855272,14.467734771782773
2641,323.1681,10.497,12.0,,21.21,19.69,18.72,,0.05,0.03,0.02,16.594,14.634,0.139,0.1,14.022,13.552,0.028,0.033,108.0,32.0,,1.5199999999999996,0.9700000000000024,1.9600000000000009,0.47000000000000064,,20.709041186231545,19.153520163550567,18.63235513980024,16.5121024080894,14.719138179555943,14.031463311970889,13.586478805914352
2642,323.2041,-14.8818,24.0,,,19.73,17.99,,,0.03,0.01,15.714,15.268,0.09,0.18,14.908,13.601,0.034,0.034,-120.0,-166.0,,,1.740000000000002,0.44599999999999973,1.3069999999999986,,,18.780967759987476,17.848464423173116,15.5968229832235,15.287701815146741,14.914286864026241,13.650541650243202
2643,323.4693,-1.0621,24.4,,,,,,,,,,,,,,,,,-1.0,-104.0,,,,,,,,,,,,,
2644,323.4696,10.3112,15.0,,21.87,20.09,19.1,,0.01,0.05,0.12,16.878,15.236,0.171,0.171,14.797,14.705,0.032,0.062,41.0,-95.0,,1.7800000000000011,0.9899999999999984,1.6419999999999995,0.09200000000000053,,21.23435541163441,19.542804516704773,19.010955380926813,16.788692330739757,15.30739394977911,14.807897836849117,14.732676231056164
2645,323.7366,-71.6291,29.0,,,,,,,,,,,,,17.605,13.962,0.146,0.036,1363.0,-223.0,,,,,3.6430000000000007,,,,,,,17.60242165208037,14.05358084301762
2646,324.2936,14.8466,12.0,20.88,18.53,17.13,16.14,0.04,0.01,0.01,0.01,14.133,12.815,0.031,0.033,12.417,12.162,0.023,0.022,-156.8,-136.3,2.349999999999998,1.4000000000000021,0.9899999999999984,1.3179999999999996,0.254999999999999,20.54134340113321,18.09120385143022,16.582804516704773,16.050955380926812,14.036142440609936,12.872390394912145,12.427279245433372,12.192609616510886
2647,324.4058,8.1462,15.0,,19.9,17.98,16.95,,0.02,0.02,0.01,14.774,13.019,0.032,0.027,12.287,11.984,0.022,0.022,690.7,84.3,,1.9199999999999982,1.0300000000000011,1.754999999999999,0.3030000000000008,,19.19183230223595,17.411373223013182,16.858155863179945,14.687325471433185,13.095277905643204,12.297097083544074,12.015473435540496
2648,324.8069,-35.4974,10.0,,,,,,,,,14.565,13.306,0.035,0.033,12.897,12.596,0.023,0.024,28.7,-24.1,,,,1.2590000000000003,0.30100000000000016,,,,,14.466767614938147,13.360840364859211,12.907104673622795,12.627437443080929
2649,324.8629,2.34,21.5,,,18.9,17.56,,,0.0,0.07,15.264,13.582,0.049,0.045,12.757,11.998,0.023,0.023,490.6,126.6,,,1.3399999999999999,1.6819999999999986,0.7590000000000003,,,18.165280696903366,17.446459600641752,15.175624415940971,13.655122783713303,12.765366545595736,12.037679716321804
2650,324.9679,21.8109,13.0,,20.25,18.86,17.95,,0.02,0.01,0.01,15.875,14.056,0.073,0.068,13.573,13.268,0.024,0.028,197.2,-30.0,,1.3900000000000006,0.9100000000000001,1.8190000000000008,0.3049999999999997,,19.81638407353011,18.35566710408795,17.866554416420538,15.789816807755125,14.135044039937911,13.583089493465353,13.299509428000064
2651,325.1222,16.4217,8.5,19.57,16.81,15.44,14.62,0.01,0.0,0.0,0.0,12.94,11.826,0.033,0.031,11.375,11.135,0.022,0.02,-77.9,-85.6,2.7600000000000016,1.3699999999999992,0.8200000000000003,1.113999999999999,0.2400000000000002,18.991951906105456,16.386744517729888,14.983887514894025,14.542853331350978,12.838388806083751,11.874573341847762,11.385336171023779,11.165339673064132
2652,325.1629,36.9323,8.0,21.98,19.29,18.0,17.29,0.11,0.01,0.01,0.01,15.61,14.675,0.068,0.107,14.645,14.442,0.033,0.045,-123.3,-65.8,2.6900000000000013,1.2899999999999991,0.7100000000000009,0.9349999999999987,0.2029999999999994,21.44282362476873,18.908186294529006,17.602823572545898,17.220552005154854,15.504217724808324,14.71583680999225,14.655476587480113,14.47167381256214
